PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;TYPE HOGER ONDERWIJS;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;GESLACHT;2015;2016;2017;2018;2019
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56823;B Algemene Cultuurwetenschappen;voltijd onderwijs;man;25;23;18;29;24
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56823;B Algemene Cultuurwetenschappen;voltijd onderwijs;vrouw;91;97;115;149;143
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56824;B Kunstgeschiedenis;voltijd onderwijs;man;12;14;12;11;10
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56824;B Kunstgeschiedenis;voltijd onderwijs;vrouw;52;47;52;53;53
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56826;B Communicatie- en Informatiewetenschappen;voltijd onderwijs;man;85;106;112;129;140
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56826;B Communicatie- en Informatiewetenschappen;voltijd onderwijs;vrouw;319;302;321;335;362
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;economie;n.v.t. (economie);60644;M Business Administration;voltijd onderwijs;man;187;190;210;258;262
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;economie;n.v.t. (economie);60644;M Business Administration;voltijd onderwijs;vrouw;164;161;201;230;251
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;economie;n.v.t. (economie);66401;M Economics;voltijd onderwijs;man;119;110;106;153;138
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;economie;n.v.t. (economie);66401;M Economics;voltijd onderwijs;vrouw;54;60;51;61;73
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60099;M Onderwijswetenschappen;voltijd onderwijs;man;0;0;0;9;15
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60099;M Onderwijswetenschappen;voltijd onderwijs;vrouw;0;0;0;67;83
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60132;M Social and Cultural Science: Comparative Research on Societies (research);voltijd onderwijs;man;13;13;12;11;9
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60132;M Social and Cultural Science: Comparative Research on Societies (research);voltijd onderwijs;vrouw;26;31;16;16;20
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60203;M Political Science;voltijd onderwijs;man;67;79;83;118;102
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60203;M Political Science;voltijd onderwijs;vrouw;45;51;60;69;59
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60253;M Anthropology and Development Studies;voltijd onderwijs;man;15;8;9;8;6
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60253;M Anthropology and Development Studies;voltijd onderwijs;vrouw;25;21;17;24;26
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60260;M Psychologie;voltijd onderwijs;man;108;89;77;55;61
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60260;M Psychologie;voltijd onderwijs;vrouw;408;324;287;231;213
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60266;M Behavioural Science (research);voltijd onderwijs;man;24;29;27;19;22
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60266;M Behavioural Science (research);voltijd onderwijs;vrouw;53;60;69;72;72
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60466;M Human Geography;duaal onderwijs;man;3;3;3;3;2
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60466;M Human Geography;duaal onderwijs;vrouw;2;4;6;5;1
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60466;M Human Geography;voltijd onderwijs;man;93;93;81;84;83
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60466;M Human Geography;voltijd onderwijs;vrouw;78;83;105;120;116
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66601;M Sociologie;voltijd onderwijs;man;8;5;12;14;8
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66601;M Sociologie;voltijd onderwijs;vrouw;10;18;29;28;22
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66607;M Pedagogische Wetenschappen;voltijd onderwijs;man;9;8;9;13;23
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66607;M Pedagogische Wetenschappen;voltijd onderwijs;vrouw;321;345;370;351;399
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66613;M Onderwijskunde;voltijd onderwijs;man;11;8;7;0;0
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66613;M Onderwijskunde;voltijd onderwijs;vrouw;41;64;59;0;0
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66615;M Communicatiewetenschap;voltijd onderwijs;man;35;33;28;26;24
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66615;M Communicatiewetenschap;voltijd onderwijs;vrouw;58;64;62;84;88
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66622;M Planologie;duaal onderwijs;man;0;1;3;0;0
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66622;M Planologie;duaal onderwijs;vrouw;3;1;0;0;0
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66622;M Planologie;voltijd onderwijs;man;60;63;60;0;0
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66622;M Planologie;voltijd onderwijs;vrouw;28;33;28;0;0
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66627;M Bestuurskunde;voltijd onderwijs;man;87;88;85;119;114
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66627;M Bestuurskunde;voltijd onderwijs;vrouw;62;62;63;75;82
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66655;M Spatial Planning;duaal onderwijs;man;0;0;0;4;0
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66655;M Spatial Planning;duaal onderwijs;vrouw;0;0;0;1;1
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66655;M Spatial Planning;voltijd onderwijs;man;0;0;0;63;76
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66655;M Spatial Planning;voltijd onderwijs;vrouw;0;0;0;34;51
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66839;M Environment and Society Studies;voltijd onderwijs;man;15;14;17;22;31
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66839;M Environment and Society Studies;voltijd onderwijs;vrouw;6;26;29;54;64
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gezondheidszorg;n.v.t. (gezondheidszorg);66551;M Geneeskunde;voltijd onderwijs;man;367;365;365;375;363
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gezondheidszorg;n.v.t. (gezondheidszorg);66551;M Geneeskunde;voltijd onderwijs;vrouw;756;738;739;719;700
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gezondheidszorg;n.v.t. (gezondheidszorg);66588;M Tandheelkunde;voltijd onderwijs;man;77;71;71;63;76
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gezondheidszorg;n.v.t. (gezondheidszorg);66588;M Tandheelkunde;voltijd onderwijs;vrouw;159;155;159;151;169
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gezondheidszorg;n.v.t. (gezondheidszorg);66990;M Biomedical Sciences;voltijd onderwijs;man;92;94;89;91;83
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gezondheidszorg;n.v.t. (gezondheidszorg);66990;M Biomedical Sciences;voltijd onderwijs;vrouw;156;171;166;179;174
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;natuur;n.v.t. (natuur);60255;M Information Sciences;voltijd onderwijs;man;37;45;39;35;42
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;natuur;n.v.t. (natuur);60255;M Information Sciences;voltijd onderwijs;vrouw;4;3;6;11;16
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;natuur;n.v.t. (natuur);60303;M Molecular Life Sciences;voltijd onderwijs;man;37;38;40;50;46
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;natuur;n.v.t. (natuur);60303;M Molecular Life Sciences;voltijd onderwijs;vrouw;62;65;51;45;34
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;natuur;n.v.t. (natuur);60322;M Molecular Mechanisms of Disease (research);voltijd onderwijs;man;10;12;11;15;16
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;natuur;n.v.t. (natuur);60322;M Molecular Mechanisms of Disease (research);voltijd onderwijs;vrouw;36;34;42;34;34
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;natuur;n.v.t. (natuur);60364;M Computing Science;voltijd onderwijs;man;122;117;149;174;213
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;natuur;n.v.t. (natuur);60364;M Computing Science;voltijd onderwijs;vrouw;13;13;16;26;38
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;natuur;n.v.t. (natuur);60506;M Cognitive Neuroscience (research);voltijd onderwijs;man;44;45;43;46;51
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;natuur;n.v.t. (natuur);60506;M Cognitive Neuroscience (research);voltijd onderwijs;vrouw;79;93;98;102;93
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;natuur;n.v.t. (natuur);60610;M Medical Biology;voltijd onderwijs;man;77;102;98;116;132
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;natuur;n.v.t. (natuur);60610;M Medical Biology;voltijd onderwijs;vrouw;131;141;163;183;219
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;natuur;n.v.t. (natuur);66857;M Chemistry;voltijd onderwijs;man;74;74;75;79;80
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;natuur;n.v.t. (natuur);66857;M Chemistry;voltijd onderwijs;vrouw;24;24;29;38;41
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;natuur;n.v.t. (natuur);66860;M Biology;voltijd onderwijs;man;108;119;101;98;101
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;natuur;n.v.t. (natuur);66860;M Biology;voltijd onderwijs;vrouw;79;83;83;83;98
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;natuur;n.v.t. (natuur);66980;M Mathematics;voltijd onderwijs;man;64;48;53;63;59
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;natuur;n.v.t. (natuur);66980;M Mathematics;voltijd onderwijs;vrouw;23;26;29;23;20
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;natuur;n.v.t. (natuur);66981;M Artificial Intelligence;voltijd onderwijs;man;43;56;70;74;88
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;natuur;n.v.t. (natuur);66981;M Artificial Intelligence;voltijd onderwijs;vrouw;19;26;22;41;46
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;natuur;n.v.t. (natuur);66982;M Science;voltijd onderwijs;man;23;22;24;21;13
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;natuur;n.v.t. (natuur);66982;M Science;voltijd onderwijs;vrouw;12;12;9;8;9
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;natuur;n.v.t. (natuur);66984;M Physics and Astronomy;voltijd onderwijs;man;72;78;89;98;90
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;natuur;n.v.t. (natuur);66984;M Physics and Astronomy;voltijd onderwijs;vrouw;24;18;19;17;23
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);60224;M International and European Law;voltijd onderwijs;man;18;12;7;9;19
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);60224;M International and European Law;voltijd onderwijs;vrouw;42;47;40;36;66
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);60386;M Onderneming en Recht (research);voltijd onderwijs;man;4;4;3;6;6
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);60386;M Onderneming en Recht (research);voltijd onderwijs;vrouw;6;12;7;9;6
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);60504;M European Law;voltijd onderwijs;man;35;36;42;44;31
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);60504;M European Law;voltijd onderwijs;vrouw;37;52;62;70;27
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);66451;M Nederlands Recht;deeltijd onderwijs;man;17;14;15;17;22
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);66451;M Nederlands Recht;deeltijd onderwijs;vrouw;20;32;31;34;41
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);66451;M Nederlands Recht;duaal onderwijs;man;1;1;2;1;15
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);66451;M Nederlands Recht;duaal onderwijs;vrouw;2;1;1;1;6
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);66451;M Nederlands Recht;voltijd onderwijs;man;209;236;285;299;301
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);66451;M Nederlands Recht;voltijd onderwijs;vrouw;410;428;457;510;552
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);66827;M Fiscaal Recht;voltijd onderwijs;man;42;42;51;55;70
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);66827;M Fiscaal Recht;voltijd onderwijs;vrouw;36;51;55;64;56
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);66828;M Notarieel Recht;deeltijd onderwijs;man;2;4;3;2;4
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);66828;M Notarieel Recht;deeltijd onderwijs;vrouw;4;6;4;9;10
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);66828;M Notarieel Recht;voltijd onderwijs;man;22;22;26;32;37
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);66828;M Notarieel Recht;voltijd onderwijs;vrouw;50;54;51;59;77
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60087;M Kunst- & cultuurwetenschappen;voltijd onderwijs;man;19;15;24;17;23
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60087;M Kunst- & cultuurwetenschappen;voltijd onderwijs;vrouw;81;74;92;85;93
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60128;M Filosofie (research);voltijd onderwijs;man;26;36;28;35;39
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60128;M Filosofie (research);voltijd onderwijs;vrouw;8;11;15;19;23
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60139;M Geschiedenis (research);voltijd onderwijs;man;11;5;4;3;2
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60139;M Geschiedenis (research);voltijd onderwijs;vrouw;9;13;9;5;3
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60257;M Theologie;deeltijd onderwijs;man;1;1;0;0;2
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60257;M Theologie;deeltijd onderwijs;vrouw;4;2;3;3;2
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60257;M Theologie;voltijd onderwijs;man;18;13;12;9;7
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60257;M Theologie;voltijd onderwijs;vrouw;5;4;4;3;4
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60813;M Letterkunde;voltijd onderwijs;man;13;16;12;12;14
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60813;M Letterkunde;voltijd onderwijs;vrouw;62;60;57;41;37
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60814;M Letterkunde (research);voltijd onderwijs;man;6;9;7;4;2
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60814;M Letterkunde (research);voltijd onderwijs;vrouw;9;14;11;7;3
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60815;M Taalwetenschappen;voltijd onderwijs;man;20;15;12;17;19
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60815;M Taalwetenschappen;voltijd onderwijs;vrouw;85;83;78;91;90
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60817;M Taalwetenschappen (research);voltijd onderwijs;man;14;11;7;9;0
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60817;M Taalwetenschappen (research);voltijd onderwijs;vrouw;16;25;30;23;0
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60821;M Oudheidstudies;voltijd onderwijs;man;7;10;11;7;11
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60821;M Oudheidstudies;voltijd onderwijs;vrouw;12;11;9;10;5
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60822;M Filosofie;voltijd onderwijs;man;45;52;46;47;41
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60822;M Filosofie;voltijd onderwijs;vrouw;22;28;30;30;31
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60823;M Filosofie;voltijd onderwijs;man;16;19;19;15;18
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60823;M Filosofie;voltijd onderwijs;vrouw;17;17;17;19;28
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60824;M Theologie & Religiewetenschappen;deeltijd onderwijs;man;9;8;8;15;13
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60824;M Theologie & Religiewetenschappen;deeltijd onderwijs;vrouw;18;25;27;28;33
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60824;M Theologie & Religiewetenschappen;voltijd onderwijs;man;23;31;16;27;31
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60824;M Theologie & Religiewetenschappen;voltijd onderwijs;vrouw;48;50;51;52;53
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60829;M Kunst- & cultuurwetenschappen (research);voltijd onderwijs;man;3;1;1;0;0
